Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenda,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,DB reference source,URL,,ToxVal_ ID,Chemical_ID
,"N-(3,4-Dichlorophenyl)propanamide",709-98-8,CCC(Nc(cc1)cc(Cl)c1Cl)=O,DTXSID8022111,,2469,2469_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,218.082,0.0005,3.3386,,Peer review of the pesticide risk assessment of the active substance propanil 20181220,https://doi.org/doi:10.2903/j.efsa.2018.5418,,920749,ToxVal00035_b312dfcde8898c14
,alpha-Cypermethrin,67375-30-8,CC(C)(C1C=C(Cl)Cl)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID7041201,,2470,2470_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,=,0.03,ug/piece,416.303,0.0000,7.1423,,Peer review of the pesticide risk assessment of the active substance alpha-cypermethrin 20180910,https://doi.org/doi:10.2903/j.efsa.2018.5403,,920752,ToxVal00035_2c6d24e37a340323
,alpha-Cypermethrin,67375-30-8,CC(C)(C1C=C(Cl)Cl)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID7041201,,2471,2471_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.246,ug/piece,416.303,0.0000,6.2285,,Peer review of the pesticide risk assessment of the active substance alpha-cypermethrin 20180910,https://doi.org/doi:10.2903/j.efsa.2018.5403,,920753,ToxVal00035_2c6d24e37a340323
,Cypermethrin,52315-07-8,CC(C)(C1C=C(Cl)Cl)C1C(OC(c1cc(Oc2ccccc2)ccc1)C#N)=O,DTXSID1023998,,2472,2472_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,=,0.4592,ug/piece,416.303,0.0000,5.9574,,Peer review of the pesticide risk assessment of the active substance cypermethrin 20180830,https://doi.org/doi:10.2903/j.efsa.2018.5402,,920755,ToxVal00035_13a6482389257563
,Clodinafop-propargyl,105512-06-9,C[C@H](C(OCC#C)=O)Oc(cc1)ccc1Oc(c(F)c1)ncc1Cl,DTXSID6032354,,2473,2473_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,104,ug/piece,349.744,0.0003,3.5267,,Peer review of the pesticide risk assessment of the active substance clodinafop (variant evaluated clodinafop-propargyl) 20181116,https://doi.org/doi:10.2903/j.efsa.2018.5467,,920758,ToxVal00035_1e13a7bf6d5296ea
,Clodinafop-propargyl,105512-06-9,C[C@H](C(OCC#C)=O)Oc(cc1)ccc1Oc(c(F)c1)ncc1Cl,DTXSID6032354,,2474,2474_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,271.4,ug/piece,349.744,0.0008,3.1101,,Peer review of the pesticide risk assessment of the active substance clodinafop (variant evaluated clodinafop-propargyl) 20181116,https://doi.org/doi:10.2903/j.efsa.2018.5467,,920759,ToxVal00035_1e13a7bf6d5296ea
,beta-Cyfluthrin,1820573-27-0,CC(C)(C1C=C(Cl)Cl)C1C(OC(c(cc1)cc(Oc2ccccc2)c1F)C#N)=O,DTXSID8032330,,2475,2475_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,=,0.05,ug/piece,434.293,0.0000,6.9388,,Peer review of the pesticide risk assessment of the active substance beta-cyfluthrin 20180914,https://doi.org/doi:10.2903/j.efsa.2018.5405,,920760,ToxVal00035_70c0e547b7f4226b
,beta-Cyfluthrin,1820573-27-0,CC(C)(C1C=C(Cl)Cl)C1C(OC(c(cc1)cc(Oc2ccccc2)c1F)C#N)=O,DTXSID8032330,,2476,2476_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.012,ug/piece,434.293,0.0000,7.5586,,Peer review of the pesticide risk assessment of the active substance beta-cyfluthrin 20180914,https://doi.org/doi:10.2903/j.efsa.2018.5405,,920761,ToxVal00035_70c0e547b7f4226b
,Thiacloprid,111988-49-9,N#C/N=C1\SCCN\1Cc(cc1)cnc1Cl,DTXSID7034961,,2477,2477_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,=,17.32,ug/piece,252.728,0.0001,4.1641,,Peer review of the pesticide risk assessment of the active substance thiacloprid 20190314,https://doi.org/doi:10.2903/j.efsa.2019.5595,,920786,ToxVal00035_2ebcc57c4c46d750
,Thiacloprid,111988-49-9,N#C/N=C1\SCCN\1Cc(cc1)cnc1Cl,DTXSID7034961,,2478,2478_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,38.82,ug/piece,252.728,0.0002,3.8136,,Peer review of the pesticide risk assessment of the active substance thiacloprid 20190314,https://doi.org/doi:10.2903/j.efsa.2019.5595,,920787,ToxVal00035_2ebcc57c4c46d750
,Pydiflumetofen,1228284-64-7,CC(Cc(c(Cl)cc(Cl)c1)c1Cl)N(C(c1c[n](C)nc1C(F)F)=O)OC,DTXSID60894826,,2479,2479_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,116,ug/piece,426.677,0.0003,3.5656,,Peer review of the pesticide risk assessment of the active substance pydiflumetofen. 20191011,https://doi.org/doi:10.2903/j.efsa.2019.5821,,920793,ToxVal00035_6c6c381f70ad6a2e
,Pydiflumetofen,1228284-64-7,CC(Cc(c(Cl)cc(Cl)c1)c1Cl)N(C(c1c[n](C)nc1C(F)F)=O)OC,DTXSID60894826,,2480,2480_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,426.677,0.0002,3.6301,,Peer review of the pesticide risk assessment of the active substance pydiflumetofen. 20191011,https://doi.org/doi:10.2903/j.efsa.2019.5821,,920794,ToxVal00035_6c6c381f70ad6a2e
,Benfluralin,1861-40-1,CCCCN(CC)c(c([N+]([O-])=O)cc(C(F)(F)F)c1)c1[N+]([O-])=O,DTXSID3023899,,2481,2481_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,>,110.7,ug/piece,335.281,0.0003,3.4813,,Peer review of the pesticide risk assessment of the active substance benfluralin 20191115,https://doi.org/doi:10.2903/j.efsa.2019.5842,,920798,ToxVal00035_a25af3a41b5dd38c
,Benfluralin,1861-40-1,CCCCN(CC)c(c([N+]([O-])=O)cc(C(F)(F)F)c1)c1[N+]([O-])=O,DTXSID3023899,,2482,2482_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,100,ug/piece,335.281,0.0003,3.5254,,Peer review of the pesticide risk assessment of the active substance benfluralin 20191115,https://doi.org/doi:10.2903/j.efsa.2019.5842,,920799,ToxVal00035_a25af3a41b5dd38c
,Methyl disulfide,624-92-0,CSSC,DTXSID4025117,,2483,2483_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,100,ug/piece,94.2016,0.0011,2.9741,,Peer review of the pesticide risk assessment of the active substance dimethyl disulfide 20191125,https://doi.org/doi:10.2903/j.efsa.2019.5905,,920800,ToxVal00035_0e1da3252d4832f3
,Iron(III) pyrophosphate,10058-44-3,[O-]P([O-])(OP([O-])([O-])=O)=O.[O-]P([O-])(OP([O-])([O-])=O)=O.[O-]P([O-])(OP([O-])([O-])=O)=O.[Fe+3].[Fe+3].[Fe+3].[Fe+3],DTXSID6047600,,2484,2484_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,>,100,ug/piece,745.203,0.0001,3.8723,,Peer review of the pesticide risk assessment of the active substance ferric pyrophosphate 20200124,https://doi.org/doi:10.2903/j.efsa.2020.5986,,920805,ToxVal00035_63687e656a7ab892
,Iron(III) pyrophosphate,10058-44-3,[O-]P([O-])(OP([O-])([O-])=O)=O.[O-]P([O-])(OP([O-])([O-])=O)=O.[O-]P([O-])(OP([O-])([O-])=O)=O.[Fe+3].[Fe+3].[Fe+3].[Fe+3],DTXSID6047600,,2485,2485_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,100,ug/piece,745.203,0.0001,3.8723,,Peer review of the pesticide risk assessment of the active substance ferric pyrophosphate 20200124,https://doi.org/doi:10.2903/j.efsa.2020.5986,,920806,ToxVal00035_63687e656a7ab892
,Benalaxyl,71626-11-4,CC(C(OC)=O)N(C(Cc1ccccc1)=O)c1c(C)cccc1C,DTXSID3041619,,2486,2486_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,>,22.6,ug/piece,325.407,0.0001,4.1583,,Peer review of the pesticide risk assessment of the active substance benalaxyl 20200128,https://doi.org/doi:10.2903/j.efsa.2020.5985,,920809,ToxVal00035_9b3deadfe7991f24
,Benalaxyl,71626-11-4,CC(C(OC)=O)N(C(Cc1ccccc1)=O)c1c(C)cccc1C,DTXSID3041619,,2487,2487_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,100,ug/piece,325.407,0.0003,3.5124,,Peer review of the pesticide risk assessment of the active substance benalaxyl 20200128,https://doi.org/doi:10.2903/j.efsa.2020.5985,,920810,ToxVal00035_9b3deadfe7991f24
,Blood meal,90989-74-5,,DTXSID60894987,,2488,2488_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,>,198,ug/piece,,#¡DIV/0!,#¡DIV/0!,,Peer review of the pesticide risk assessment of the active substance blood meal 20200227,https://doi.org/doi:10.2903/j.efsa.2020.6006,,920815,ToxVal00035_a46aee56f4741a4a
,Blood meal,90989-74-5,,DTXSID60894987,,2489,2489_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,200,ug/piece,,#¡DIV/0!,#¡DIV/0!,,Peer review of the pesticide risk assessment of the active substance blood meal 20200227,https://doi.org/doi:10.2903/j.efsa.2020.6006,,920816,ToxVal00035_a46aee56f4741a4a
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,2490,2490_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,=,0.146,ug/piece,277.269,0.0000,6.2785,,Peer review of the pesticide risk assessment for the active substance sulfoxaflor in light of confirmatory data submitted 20200330,https://doi.org/doi:10.2903/j.efsa.2020.6056,,920817,ToxVal00035_859e9acf813401b7
,Sulfoxaflor,-,CC(c1cnc(C(F)(F)F)cc1)S(C)(=NC#N)=O,NODTXSID,,2491,2491_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,=,0.397,ug/piece,277.269,0.0000,5.8441,,Peer review of the pesticide risk assessment for the active substance sulfoxaflor in light of confirmatory data submitted 20200330,https://doi.org/doi:10.2903/j.efsa.2020.6056,,920818,ToxVal00035_859e9acf813401b7
,beta-Cyfluthrin,1820573-27-0,CC(C)(C1C=C(Cl)Cl)C1C(OC(c(cc1)cc(Oc2ccccc2)c1F)C#N)=O,DTXSID8032330,,2492,2492_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,=,0.05,ug/piece,434.293,0.0000,6.9388,,Peer review of the pesticide risk assessment of the active substance beta-cyfluthrin 20200401,https://doi.org/doi:10.2903/j.efsa.2020.6058,,920819,ToxVal00035_70c0e547b7f4226b
,Bis(dimethylaminothiocarbonyl) disulfide,137-26-8,CN(C)C(SSC(N(C)C)=S)=S,DTXSID5021332,,2493,2493_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,106.8,ug/piece,240.439,0.0004,3.3524,,Peer review of the pesticide risk assessment of the active substance thiram 20170720,https://doi.org/doi:10.2903/j.efsa.2017.4700,,920822,ToxVal00035_520048b5479314eb
,Bis(dimethylaminothiocarbonyl) disulfide,137-26-8,CN(C)C(SSC(N(C)C)=S)=S,DTXSID5021332,,2494,2494_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,240.439,0.0004,3.3810,,Peer review of the pesticide risk assessment of the active substance thiram 20170720,https://doi.org/doi:10.2903/j.efsa.2017.4700,,920823,ToxVal00035_520048b5479314eb
,Tembotrione,335104-84-2,CS(c(cc1)c(COCC(F)(F)F)c(Cl)c1C(C(C(CCC1)=O)C1=O)=O)(=O)=O,DTXSID5047037,,2495,2495_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,>,92.8,ug/piece,440.821,0.0002,3.6767,,Conclusion on the peer review of the pesticide risk assessment of the active substance tembotrione 20130315,https://doi.org/doi:10.2903/j.efsa.2013.3131,,920824,ToxVal00035_c94a838e2ab05a4e
,Tembotrione,335104-84-2,CS(c(cc1)c(COCC(F)(F)F)c(Cl)c1C(C(C(CCC1)=O)C1=O)=O)(=O)=O,DTXSID5047037,,2496,2496_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,>,100,ug/piece,440.821,0.0002,3.6443,,Conclusion on the peer review of the pesticide risk assessment of the active substance tembotrione 20130315,https://doi.org/doi:10.2903/j.efsa.2013.3131,,920825,ToxVal00035_c94a838e2ab05a4e
,Mancozeb,8018-01-7,SC(NCCNC(S)=S)=S,DTXSID0034695,,2497,2497_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,=,140.6,ug/piece,212.386,0.0007,3.1791,,Peer review of the pesticide risk assessment of the active substance mancozeb 20190612,https://doi.org/doi:10.2903/j.efsa.2020.5755,,920831,ToxVal00035_7cfe53038d74327e
,Mancozeb,8018-01-7,SC(NCCNC(S)=S)=S,DTXSID0034695,,2498,2498_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,161.7,ug/piece,212.386,0.0008,3.1184,,Peer review of the pesticide risk assessment of the active substance mancozeb 20190612,https://doi.org/doi:10.2903/j.efsa.2020.5755,,920832,ToxVal00035_7cfe53038d74327e
,Aqueous extract from the germinated seeds of sweet Lupinus albus,-,,NODTXSID,,2499,2499_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,100,ug/piece,,#¡DIV/0!,#¡DIV/0!,,Peer review of the pesticide risk assessment of the active substance aqueous extract from the germinated seeds of sweet Lupinus albus 20200723,https://doi.org/doi:10.2903/j.efsa.2020.6190,,920843,ToxVal00035_18b0bb028dbda97c
,Epibrassinolide,78821-43-9,CC(C)C(C)C(C(C(C)C(CC1)C(C)(CC2)C1C(CO1)C2C(C)(CC(C(C2)O)O)C2C1=O)O)O,DTXSID10705357,,2500,2500_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,>,92.2,ug/piece,480.683,0.0002,3.7171,,Peer review of the pesticide risk assessment of the active substance 24-epibrassinolide 20200623,https://doi.org/doi:10.2903/j.efsa.2020.6132,,920845,ToxVal00035_a99325e0f7939792
,Epibrassinolide,78821-43-9,CC(C)C(C)C(C(C(C)C(CC1)C(C)(CC2)C1C(CO1)C2C(C)(CC(C(C2)O)O)C2C1=O)O)O,DTXSID10705357,,2501,2501_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,10,ug/piece,480.683,0.0000,4.6819,,Peer review of the pesticide risk assessment of the active substance 24-epibrassinolide 20200623,https://doi.org/doi:10.2903/j.efsa.2020.6132,,920846,ToxVal00035_a99325e0f7939792
,Clodinafop-propargyl,105512-06-9,C[C@H](C(OCC#C)=O)Oc(cc1)ccc1Oc(c(F)c1)ncc1Cl,DTXSID6032354,,2502,2502_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,>,104,ug/piece,349.744,0.0003,3.5267,,Peer review of the pesticide risk assessment of the active substance clodinafop (variant evaluated clodinafop-propargyl) 20200707,https://doi.org/doi:10.2903/j.efsa.2020.6151,,920847,ToxVal00035_1e13a7bf6d5296ea
,Clodinafop-propargyl,105512-06-9,C[C@H](C(OCC#C)=O)Oc(cc1)ccc1Oc(c(F)c1)ncc1Cl,DTXSID6032354,,2503,2503_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,100,ug/piece,349.744,0.0003,3.5438,,Peer review of the pesticide risk assessment of the active substance clodinafop (variant evaluated clodinafop-propargyl) 20200707,https://doi.org/doi:10.2903/j.efsa.2020.6151,,920848,ToxVal00035_1e13a7bf6d5296ea
,Abamectin,71751-41-2,CC[C@H](C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O.CC(C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID8023892,,2504,2504_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,=,0.004,ug/piece,1732.14,0.0000,8.6365,,Peer review of the pesticide risk assessment of the active substance abamectin 20200820,https://doi.org/doi:10.2903/j.efsa.2020.6227,,920850,ToxVal00035_805c78828b5c2e08
,Avermectin B1a,65195-55-3,CCC(C)C([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC(C([C@@](C2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)OC1C/C=C(\C)/[C@H]3OC(C[C@@H]1OC)O[C@@H](C)[C@@H]1OC(C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID9058238,,2505,2505_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,=,0.004,ug/piece,873.086,0.0000,8.3390,,Peer review of the pesticide risk assessment of the active substance abamectin 20200820,https://doi.org/doi:10.2903/j.efsa.2020.6227,,920851,ToxVal00035_38aa1eaa243338fb
,Avermectin B1b,65195-56-4,CC(C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID4058239,,2506,2506_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,=,0.004,ug/piece,859.059,0.0000,8.3320,,Peer review of the pesticide risk assessment of the active substance abamectin 20200820,https://doi.org/doi:10.2903/j.efsa.2020.6227,,920852,ToxVal00035_9bfc823e70e92080
,Abamectin,71751-41-2,CC[C@H](C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O.CC(C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID8023892,,2507,2507_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,=,0.001,ug/piece,1732.14,0.0000,9.2386,,Peer review of the pesticide risk assessment of the active substance abamectin 20200820,https://doi.org/doi:10.2903/j.efsa.2020.6227,,920853,ToxVal00035_805c78828b5c2e08
,Avermectin B1a,65195-55-3,CCC(C)C([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC(C([C@@](C2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)OC1C/C=C(\C)/[C@H]3OC(C[C@@H]1OC)O[C@@H](C)[C@@H]1OC(C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID9058238,,2508,2508_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,=,0.001,ug/piece,873.086,0.0000,8.9411,,Peer review of the pesticide risk assessment of the active substance abamectin 20200820,https://doi.org/doi:10.2903/j.efsa.2020.6227,,920854,ToxVal00035_38aa1eaa243338fb
,Avermectin B1b,65195-56-4,CC(C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID4058239,,2509,2509_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,=,0.001,ug/piece,859.059,0.0000,8.9340,,Peer review of the pesticide risk assessment of the active substance abamectin 20200820,https://doi.org/doi:10.2903/j.efsa.2020.6227,,920855,ToxVal00035_9bfc823e70e92080
,Captan,133-06-2,O=C(C(CC=CC1)C1C1=O)N1SC(Cl)(Cl)Cl,DTXSID9020243,,2510,2510_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,oral,>,100,ug/piece,300.593,0.0003,3.4780,,Peer review of the pesticide risk assessment of the active substance captan 20200911,https://doi.org/doi:10.2903/j.efsa.2020.6230,,920856,ToxVal00035_c6b3a65c39836de8
,Captan,133-06-2,O=C(C(CC=CC1)C1C1=O)N1SC(Cl)(Cl)Cl,DTXSID9020243,,2511,2511_EFSADB,EFSA,EFSA PPR,acute,eco,honey bee,dermal,>,200,ug/piece,300.593,0.0007,3.1769,,Peer review of the pesticide risk assessment of the active substance captan 20200911,https://doi.org/doi:10.2903/j.efsa.2020.6230,,920857,ToxVal00035_c6b3a65c39836de8
,Phosmet,732-11-6,COP(OC)(SCN(C(c1c2cccc1)=O)C2=O)=S,DTXSID5024261,,2512,2512_EFSADB,EFSA,EFSA,acute,eco,honey bee,oral,=,0.302,ug/piece,317.325,0.0000,6.0215,,Peer review of the pesticide risk assessment of the active substance phosmet 20210317,https://doi.org/doi:10.2903/j.efsa.2021.6237,,920858,ToxVal00035_26ed05659a16eeb5
,Phosmet,732-11-6,COP(OC)(SCN(C(c1c2cccc1)=O)C2=O)=S,DTXSID5024261,,2513,2513_EFSADB,EFSA,EFSA,acute,eco,honey bee,dermal,=,0.22,ug/piece,317.325,0.0000,6.1591,,Peer review of the pesticide risk assessment of the active substance phosmet 20210317,https://doi.org/doi:10.2903/j.efsa.2021.6237,,920859,ToxVal00035_26ed05659a16eeb5
,Avermectin B1a,65195-55-3,CCC(C)C([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC(C([C@@](C2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)OC1C/C=C(\C)/[C@H]3OC(C[C@@H]1OC)O[C@@H](C)[C@@H]1OC(C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID9058238,,2514,2514_EFSADB,EFSA,EFSA,acute,eco,rainbow trout,-,=,0.0036,mg/L,873.086,0.0000,8.3848,,Peer review of the pesticide risk assessment of the active substance abamectin 20160524,https://doi.org/doi:10.2903/j.efsa.2016.4491,,922946,ToxVal00035_38aa1eaa243338fb
,Avermectin B1b,65195-56-4,CC(C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID4058239,,2515,2515_EFSADB,EFSA,EFSA,acute,eco,rainbow trout,-,=,0.0036,mg/L,859.059,0.0000,8.3777,,Peer review of the pesticide risk assessment of the active substance abamectin 20160524,https://doi.org/doi:10.2903/j.efsa.2016.4491,,922947,ToxVal00035_9bfc823e70e92080
,Abamectin,71751-41-2,CC[C@H](C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O.CC(C)[C@H]([C@@H](C)C=C1)O[C@]1(C[C@H](C1)OC([C@@H]([C@@]([C@@H]2OC3)(/C\3=C/C=C/[C@@H]3C)O)C=C(C)[C@H]2O)=O)O[C@@H]1C/C=C(\C)/[C@H]3O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1O,DTXSID8023892,,2516,2516_EFSADB,EFSA,EFSA,acute,eco,rainbow trout,-,=,0.0036,mg/L,1732.14,0.0000,8.6823,,Peer review of the pesticide risk assessment of the active substance abamectin 20160524,https://doi.org/doi:10.2903/j.efsa.2016.4491,,922948,ToxVal00035_805c78828b5c2e08
,Propyzamide,23950-58-5,CC(C)(C#C)NC(c1cc(Cl)cc(Cl)c1)=O,DTXSID2020420,,2517,2517_EFSADB,EFSA,EFSA,acute,eco,rainbow trout,-,>,4.7,mg/L,256.131,0.0000,4.7364,,Peer review of the pesticide risk assessment of the active substance propyzamide 20160802,https://doi.org/doi:10.2903/j.efsa.2016.4554,,923021,ToxVal00035_146d7e972fb2f844
,"2-Carbamoyl-3,5,6-trichloro-4-cyanobenzene-1-sulfonic acid",-,NC(c(c(Cl)c(c(Cl)c1Cl)C#N)c1S(O)(=O)=O)=O,NODTXSID,,2518,2518_EFSADB,EFSA,EFSA,acute,eco,rainbow trout,-,>,100,mg/L,329.547,0.0003,3.5179,,Peer review of the pesticide risk assessment of the active substance chlorothalonil 20180130,https://doi.org/doi:10.2903/j.efsa.2018.5126,,923621,ToxVal00035_2424e5dbd77b7556
,Chlorothalonil,1897-45-6,N#Cc(c(Cl)c(c(Cl)c1Cl)C#N)c1Cl,DTXSID0020319,,2519,2519_EFSADB,EFSA,EFSA,acute,eco,rainbow trout,-,>,100,mg/L,265.914,0.0004,3.4247,,Peer review of the pesticide risk assessment of the active substance chlorothalonil 20180130,https://doi.org/doi:10.2903/j.efsa.2018.5126,,923622,ToxVal00035_d7a837bf94b7b02e
,Phosmet,732-11-6,COP(OC)(SCN(C(c1c2cccc1)=O)C2=O)=S,DTXSID5024261,,2520,2520_EFSADB,EFSA,EFSA,acute,eco,bluegill,-,=,0.0197,mg/L,317.325,0.0000,7.2070,,Peer review of the pesticide risk assessment of the active substance phosmet 20210317,https://doi.org/doi:10.2903/j.efsa.2021.6237,,924020,ToxVal00035_26ed05659a16eeb5
,Ferrous bisglycinate,20150-34-9,NCC([O-])=O.NCC([O-])=O.[Fe+2],DTXSID30173978,,2521,2521_EFSADB,EFSA,EFSA AFC,acute,human health,rat,oral,=,2800,mg/kg-day,203.963,0.0137,1.8624,,"Opinion of the Scientific Panel on food additives, flavourings, processing aids and materials in contact with food (AFC) related to Ferrous bisglycinate as a source of iron for use in the manufacturing of foods ad in food supplements. 20060131",https://doi.org/doi:10.2903/j.efsa.2006.299,,924412,ToxVal00035_8074ab70a7d05ace
