Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB_maestra,ID_concatenado,DB source,DB subsource,Risk assessment class,Human eco,Species,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,Reference DB source,URL,ToxVal_ID,Chemical_ID
,3-Methylpyridine,108-99-6,Cc1cccnc1,DTXSID9021897,,952,952_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,710,mg/kg,93.1286,0.0076,2.1178,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Birch, 1972b) (Birch, 1972b)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60929,ToxVal00036_e986dd5236b7507e
,3-Methylpyridine,108-99-6,Cc1cccnc1,DTXSID9021897,,953,953_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,630,mg/kg,93.1286,0.0068,2.1697,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Dow Chemical Company, 1983) (Dow Chemical Company, 1983)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60930,ToxVal00036_e986dd5236b7507e
,4-Methylpyridine,108-89-4,Cc1ccncc1,DTXSID4021892,,954,954_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,841,mg/kg,93.1286,0.0090,2.0443,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Pullin et al., 1973) (Pullin et al., 1973)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60931,ToxVal00036_2b1ce85739f65ee7
,4-Methylpyridine,108-89-4,Cc1ccncc1,DTXSID4021892,,955,955_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,700,mg/kg,93.1286,0.0075,2.1240,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Birch, 1972c) (Birch, 1972c)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60932,ToxVal00036_2b1ce85739f65ee7
,4-Methylpyridine,108-89-4,Cc1ccncc1,DTXSID4021892,,956,956_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1290,mg/kg,93.1286,0.0139,1.8585,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Goe, 1984) (Goe, 1984)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60933,ToxVal00036_2b1ce85739f65ee7
,5-Ethyl-2-methylpyridine,104-90-5,CCc1cnc(C)cc1,DTXSID7021861,,957,957_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1540,mg/kg,121.182,0.0127,1.8959,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Smyth et al., 1951) (Smyth et al., 1951)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60934,ToxVal00036_e3912c03bba519a1
,5-Ethyl-2-methylpyridine,104-90-5,CCc1cnc(C)cc1,DTXSID7021861,,958,958_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,368,mg/kg,121.182,0.0030,2.5176,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Izmerov et al., 1982) (Izmerov et al., 1982)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60935,ToxVal00036_e3912c03bba519a1
,5-Ethyl-2-methylpyridine,104-90-5,CCc1cnc(C)cc1,DTXSID7021861,,959,959_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1.3,mL/kg,121.182,0.0000,4.9695,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Myers and Ballantyne, 1997) (Myers and Ballantyne, 1997)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60936,ToxVal00036_e3912c03bba519a1
,5-Ethyl-2-methylpyridine,104-90-5,CCc1cnc(C)cc1,DTXSID7021861,,960,960_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,282,mg/kg,121.182,0.0023,2.6332,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Izmerov et al., 1982) (Izmerov et al., 1982)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60937,ToxVal00036_e3912c03bba519a1
,"2,4,6-Trimethylpyridine",108-75-8,Cc1cc(C)nc(C)c1,DTXSID1051561,,961,961_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1000,mg/kg,121.182,0.0083,2.0834,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Dow Chemical Company, 1985) (Dow Chemical Company, 1985)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60938,ToxVal00036_0ccb6f9b90eba14b
,1-(2-Pyridyl)-1-ethanone,1122-62-9,CC(c1ncccc1)=O,DTXSID7024409,,962,962_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2280,mg/kg,121.139,0.0188,1.7253,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Posternak et al., 1975) (Posternak et al., 1975)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60939,ToxVal00036_07842a9257a39836
,1-(2-Pyridyl)-1-ethanone,1122-62-9,CC(c1ncccc1)=O,DTXSID7024409,,963,963_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2,mL/kg,121.139,0.0000,4.7823,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Spanjers and Til, 1968) (Spanjers and Til, 1968)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60940,ToxVal00036_07842a9257a39836
,3-Acetylpyridine,350-03-8,CC(c1cnccc1)=O,DTXSID7044421,,964,964_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,0.052,mL/kg,121.139,0.0000,6.3673,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Costello et al., 1992) (Costello et al., 1992)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60941,ToxVal00036_4c8f6ae01980f19d
,3-Acetylpyridine,350-03-8,CC(c1cnccc1)=O,DTXSID7044421,,965,965_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,0.046,mL/kg,121.139,0.0000,6.4205,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Costello et al., 1992) (Costello et al., 1992)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60942,ToxVal00036_4c8f6ae01980f19d
,Methyl nicotinate,93-60-7,COC(c1cnccc1)=O,DTXSID7044471,,966,966_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2800,mg/kg,137.138,0.0204,1.6900,"EFSA Group 24 Rev. 2 Acute Toxicity data summary (Pellmont, 1977) (Pellmont, 1977)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60943,ToxVal00036_15a584ccf8515aa0
,Tetradecane,629-59-4,CCCCCCCCCCCCCC,DTXSID1027267,,967,967_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,198.392,0.0252,1.5986,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Enichem Augusta Ind., 1987) (Enichem Augusta Ind., 1987)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60944,ToxVal00036_94de253af58061c7
,Tetradecane,629-59-4,CCCCCCCCCCCCCC,DTXSID1027267,,968,968_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,198.392,0.0252,1.5986,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (PETRESA, 19??b) (PETRESA, 19??b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60945,ToxVal00036_94de253af58061c7
,"1,3,5-Undecatriene",16356-11-9,CCCCCC=CC=CC=C,DTXSID9047546,,969,969_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,8000,mg/kg,150.264,0.0532,1.2738,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Pellmont, 1973c) (Pellmont, 1973c)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60946,ToxVal00036_1717f87453a6f61f
,"1,3,5-Undecatriene",16356-11-9,CCCCCC=CC=CC=C,DTXSID9047546,,970,970_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,2000,mg/kg,150.264,0.0133,1.8758,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Pellmont, 1973c) (Pellmont, 1973c)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60947,ToxVal00036_1717f87453a6f61f
,1-Dodecene,112-41-4,CCCCCCCCCCC=C,DTXSID5026914,,971,971_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3200,mg/kg,168.323,0.0190,1.7210,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Jones, 1969) (Jones, 1969)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60948,ToxVal00036_ab5da430c7f5717f
,1-Dodecene,112-41-4,CCCCCCCCCCC=C,DTXSID5026914,,972,972_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1000,mg/kg,168.323,0.0059,2.2261,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Ethyl Corporation, 1973) (Ethyl Corporation, 1973)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60949,ToxVal00036_ab5da430c7f5717f
,Isoprene,78-79-5,CC(C=C)=C,DTXSID2020761,,973,973_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2043,mg/kg,68.1185,0.0300,1.5230,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Kimmerle & Solmecke, 1972) (Kimmerle & Solmecke, 1972)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60950,ToxVal00036_bfe0b730d47fea3d
,Myrcene,123-35-3,CC(C)=CCCC(C=C)=C,DTXSID6025692,,974,974_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,136.237,0.0367,1.4353,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1972j) (Moreno, 1972j)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60951,ToxVal00036_8800b3ed18b602ab
,beta-Ocimene,13877-91-3,CC(C)=CCC=C(C)C=C,DTXSID70274135,,975,975_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,136.237,0.0367,1.4353,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1976z) (Moreno, 1976z)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60952,ToxVal00036_5affed2bd10423d1
,D-Limonene,5989-27-5,CC([C@H]1CC=C(C)CC1)=C,DTXSID1020778,,976,976_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,136.237,0.0367,1.4353,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1972m) (Moreno, 1972m)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60953,ToxVal00036_35cb7635119c12c8
,D-Limonene,5989-27-5,CC([C@H]1CC=C(C)CC1)=C,DTXSID1020778,,977,977_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4400,mg/kg,136.237,0.0323,1.4908,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Tsuji et al., 1975a) (Tsuji et al., 1975a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60954,ToxVal00036_35cb7635119c12c8
,D-Limonene,5989-27-5,CC([C@H]1CC=C(C)CC1)=C,DTXSID1020778,,978,978_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,5600,mg/kg,136.237,0.0411,1.3861,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Tsuji et al., 1975a) (Tsuji et al., 1975a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60955,ToxVal00036_35cb7635119c12c8
,Terpinolene,586-62-9,CC(C)=C1CC=C(C)CC1,DTXSID0027222,,979,979_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4.39,mL/kg,136.237,0.0000,4.4918,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Levenstein, 1975o) (Levenstein, 1975o)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60956,ToxVal00036_96222128bd1d607c
,alpha-Terpinene,99-86-5,CC(C)C1=CC=C(C)CC1,DTXSID9041237,,980,980_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1680,mg/kg,136.237,0.0123,1.9090,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1973ah) (Moreno, 1973ah)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60957,ToxVal00036_fb736e72f0a3d917
,gamma-Terpinene,99-85-4,CC(C)C1=CCC(C)=CC1,DTXSID6041210,,981,981_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3650,mg/kg,136.237,0.0268,1.5720,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1973ag) (Moreno, 1973ag)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60958,ToxVal00036_e2b570c5b44a7bd9
,alpha-Phellandrene,99-83-2,CC(C)C1C=CC(C)=CC1,DTXSID4047593,,982,982_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5700,mg/kg,136.237,0.0418,1.3784,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1972k) (Moreno, 1972k)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60959,ToxVal00036_4c18cf4e18098aae
,alpha-Phellandrene,99-83-2,CC(C)C1C=CC(C)=CC1,DTXSID4047593,,983,983_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1.87,mL/kg,136.237,0.0000,4.8625,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Brownlee, 1940) (Brownlee, 1940)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60960,ToxVal00036_4c18cf4e18098aae
,beta-Bisabolene,495-61-4,CC(C)=CCCC(C1CC=C(C)CC1)=C,DTXSID701017550,,984,984_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,204.356,0.0245,1.6114,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1974l) (Moreno, 1974l)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60961,ToxVal00036_776b0919b0e751be
,beta-Bisabolene,495-61-4,CC(C)=CCCC(C1CC=C(C)CC1)=C,DTXSID701017550,,985,985_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,13360,mg/kg,204.356,0.0654,1.1846,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Hoffman-LaRoche, Inc., 1967b) (Hoffman-LaRoche, Inc., 1967b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60962,ToxVal00036_776b0919b0e751be
,3-Carene,13466-78-9,CC1(C)C2C1CC=C(C)C2,DTXSID4047462,,986,986_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,4800,mg/kg,136.237,0.0352,1.4531,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1972l) (Moreno, 1972l)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60963,ToxVal00036_ec46b535db671e0f
,alpha-Pinene,80-56-8,CC1(C)C2C(C)=CCC1C2,DTXSID4026501,,987,987_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3700,mg/kg,136.237,0.0272,1.5661,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1972n) (Moreno, 1972n)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60964,ToxVal00036_20f0946982a22e00
,beta-Pinene,127-91-3,CC(C)(C(C1)CC2)C1C2=C,DTXSID7027049,,988,988_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,136.237,0.0367,1.4353,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1975q) (Moreno, 1975q)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60965,ToxVal00036_e9ab10ec7fa8e586
,Camphene,79-92-5,CC(C)(C1CC2CC1)C2=C,DTXSID8026488,,989,989_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,136.237,0.0367,1.4353,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1974m) (Moreno, 1974m)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60966,ToxVal00036_43365d0103861ca4
,3-Carene,13466-78-9,CC1(C)C2C1CC=C(C)C2,DTXSID4047462,,990,990_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,136.237,0.0367,1.4353,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Keating, 1972a) (Keating, 1972a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60967,ToxVal00036_ec46b535db671e0f
,Valencene,4630-07-3,CC(C)[C@H](CC1)C[C@]2(C)C1=CCC[C@H]2C,DTXSID8047052,,991,991_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,206.371,0.0242,1.6157,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1980m) (Moreno, 1980m)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60968,ToxVal00036_019f3945fc14d750
,beta-Caryophyllene,87-44-5,CC(C)(C1)[C@@H](CC/C(\C)=C/CC2)[C@@H]1C2=C,DTXSID8024739,,992,992_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,204.356,0.0245,1.6114,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Hart & Wong, 1971) (Hart & Wong, 1971)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60969,ToxVal00036_8b603376b1cb2e86
,"(1S,4S)-1,4-Dimethyl-7-(propan-2-ylidene)-1,2,3,4,5,6,7,8-octahydroazulene",88-84-6,C[C@@H](CC1)C(C2)=C1[C@@H](C)CCC2=C(C)C,DTXSID5052599,,993,993_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,204.356,0.0245,1.6114,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1976aa) (Moreno, 1976aa)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60970,ToxVal00036_aa4bec704664d761
,Longifolene,475-20-7,C[C@]1([C@H](CC[C@@H]23)[C@H]2C(C)(C)CCC1)C3=C,DTXSID9047045,,994,994_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5000,mg/kg,204.356,0.0245,1.6114,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1977ai) (Moreno, 1977ai)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60971,ToxVal00036_84487528fad077bb
,Diphenylmethane,101-81-5,C(c1ccccc1)c1ccccc1,DTXSID1041891,,995,995_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2250,mg/kg,168.238,0.0134,1.8737,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Moreno, 1973ai) (Moreno, 1973ai)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60972,ToxVal00036_a415e96da48b74a0
,Naphthalene,91-20-3,c1ccc(cccc2)c2c1,DTXSID8020913,,996,996_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2000,mg/kg,128.174,0.0156,1.8068,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Hazleton France, 1990a; Hazleton France, 1990b) (Hazleton France, 1990a; Hazleton France, 1990b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60973,ToxVal00036_87395fa5ee2a83e9
,Naphthalene,91-20-3,c1ccc(cccc2)c2c1,DTXSID8020913,,997,997_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2000,mg/kg,128.174,0.0156,1.8068,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Vaughn & Keeler, 1976) (Vaughn & Keeler, 1976)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60974,ToxVal00036_87395fa5ee2a83e9
,Naphthalene,91-20-3,c1ccc(cccc2)c2c1,DTXSID8020913,,998,998_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2400,mg/kg,128.174,0.0187,1.7276,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Birch, 1978a) (Birch, 1978a)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60975,ToxVal00036_87395fa5ee2a83e9
,Naphthalene,91-20-3,c1ccc(cccc2)c2c1,DTXSID8020913,,999,999_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2800,mg/kg,128.174,0.0218,1.6606,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Birch, 1978b) (Birch, 1978b)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60976,ToxVal00036_87395fa5ee2a83e9
,Naphthalene,91-20-3,c1ccc(cccc2)c2c1,DTXSID8020913,,1000,1000_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1900,mg/kg,128.174,0.0148,1.8290,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Birch, 1978c) (Birch, 1978c)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60977,ToxVal00036_87395fa5ee2a83e9
,Naphthalene,91-20-3,c1ccc(cccc2)c2c1,DTXSID8020913,,1001,1001_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2000,mg/kg,128.174,0.0156,1.8068,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Hazleton France, 1990c) (Hazleton France, 1990c)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60978,ToxVal00036_87395fa5ee2a83e9
,Naphthalene,91-20-3,c1ccc(cccc2)c2c1,DTXSID8020913,,1002,1002_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,9430,mg/kg,128.174,0.0736,1.1333,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Carpenter et al., 1949) (Carpenter et al., 1949)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60979,ToxVal00036_87395fa5ee2a83e9
,Naphthalene,91-20-3,c1ccc(cccc2)c2c1,DTXSID8020913,,1003,1003_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,533,mg/kg,128.174,0.0042,2.3811,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Shopp et al., 1984) (Shopp et al., 1984)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60980,ToxVal00036_87395fa5ee2a83e9
,1-Methylnaphthalene,90-12-0,Cc1cccc2ccccc12,DTXSID9020877,,1004,1004_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1840,mg/kg,142.2,0.0129,1.8881,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Izmerov et al., 1982) (Izmerov et al., 1982)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60981,ToxVal00036_2b500d2c88c2a6ab
,2-Methylnaphthalene,91-57-6,Cc1cc2ccccc2cc1,DTXSID4020878,,1005,1005_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1630,mg/kg,142.2,0.0115,1.9407,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Izmerov et al., 1982) (Izmerov et al., 1982)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60982,ToxVal00036_7944e36a29553de2
,Methylcyclohexadiene,30640-46-1,CC1=CC=CCC1,DTXSID1051985,,1006,1006_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2000,mg/kg,94.1564,0.0212,1.6728,"EFSA Group 25 Rev 1 Oral acute toxicity data for candidate, supporting and structurally related substances (Felice, 2005) (Felice, 2005)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60983,ToxVal00036_398ffa8a16afe4f0
,Glycine,56-40-6,NCC(O)=O,DTXSID9020667,,1007,1007_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,3340,mg/kg,75.0667,0.0445,1.3517,"EFSA Group 26 Oral acute toxicity data for candidate and supporting substances (Breglia et al., 1973) (Breglia et al., 1973)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60984,ToxVal00036_3013ac81f8bd95cf
,L-Lysine,56-87-1,NCCCC[C@@H](C(O)=O)N,DTXSID6023232,,1008,1008_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,10130,mg/kg,146.189,0.0693,1.1593,"EFSA Group 26 Oral acute toxicity data for candidate and supporting substances (Breglia et al., 1973) (Breglia et al., 1973)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60985,ToxVal00036_0c2b785c7c46a755
,L-Arginine,74-79-3,N[C@@H](CCCNC(N)=N)C(O)=O,DTXSID6041056,,1009,1009_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,12400,mg/kg,174.203,0.0712,1.1476,"EFSA Group 26 Oral acute toxicity data for candidate and supporting substances (Breglia et al., 1973) (Breglia et al., 1973)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60986,ToxVal00036_2c4412765d548a04
,L-Cysteine,52-90-4,N[C@@H](CS)C(O)=O,DTXSID8022876,,1010,1010_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,1890,mg/kg,121.16,0.0156,1.8069,"EFSA Group 26 Oral acute toxicity data for candidate and supporting substances (Sprince et al., 1974) (Sprince et al., 1974)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60987,ToxVal00036_c430008c4ab64522
,L-Cysteine,52-90-4,N[C@@H](CS)C(O)=O,DTXSID8022876,,1011,1011_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,5580,mg/kg,121.16,0.0461,1.3367,"EFSA Group 26 Oral acute toxicity data for candidate and supporting substances (Takasaki et al., 1973) (Takasaki et al., 1973)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60988,ToxVal00036_c430008c4ab64522
,L-Cysteine,52-90-4,N[C@@H](CS)C(O)=O,DTXSID8022876,,1012,1012_EFSA2DB,EFSA2,-,acute,human health,mouse,oral,=,3550,mg/kg,121.16,0.0293,1.5331,"EFSA Group 26 Oral acute toxicity data for candidate and supporting substances (Takasaki et al., 1973) (Takasaki et al., 1973)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60989,ToxVal00036_c430008c4ab64522
,L-Cystine,56-89-3,N[C@@H](CSSC[C@@H](C(O)=O)N)C(O)=O,DTXSID2046418,,1013,1013_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,25000,mg/kg,240.303,0.1040,0.9828,"EFSA Group 26 Oral acute toxicity data for candidate and supporting substances (Kawai et al., 1978) (Kawai et al., 1978)",http://www.efsa.europa.eu/en/efsajournal/pub/3453,60990,ToxVal00036_1765a92c4ff1733b
,N-[4-(Cyanomethyl)phenyl]-5-methyl-2-(1-methylethyl)cyclohexanecarboxamide,852379-28-3,CC(C)C(CCC(C)C1)C1C(Nc1ccc(CC#N)cc1)=O,DTXSID201020429,,1014,1014_EFSA2DB,EFSA2,-,acute,human health,rat,oral,=,2000,mg/kg,298.428,0.0067,2.1738,"EFSA Group 304 Rev 1 Acute Toxicity Data (Mallory, 2004) (Mallory, 2004)",http://www.efsa.europa.eu/en/topics/topic/flavourings,60991,ToxVal00036_87eb7dbfa38f5393
